alunoid,campus,curso,forma_acesso_seletivo,frequencia,reprovacoes,rendabruta,ira,modalidade,genero,raca,idade,idioma,ficou_tempo_sem_estudar,razao_ausencia_educacional,quantidade_computadores,exclusivo_rede_publica,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,situacao
44762,MTC,Técnico em Eletrotécnica,CON,100.0%,0.0,1787.33,7.88,Integrado,M,Branca,24,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65254,MTC,Técnico em Design de Móveis,COT,99.0%,0.0,1200.0,7.12,Integrado,F,Parda,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
67532,MTC,Técnico em Design de Móveis,COT,100.0%,0.0,1172.53,8.31,Integrado,F,Preta,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
56595,MTC,Técnico em Eletromecânica,,98.0%,0.0,2061.28,8.37,Integrado,F,Branca,23,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
121359,MTC,Técnico em Comunicação Visual,COT,99.0%,0.0,1400.0,9.51,Integrado,F,Parda,19,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
94963,MTC,Técnico em Química,COT,97.0%,0.0,1400.0,8.42,Integrado,F,Branca,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65265,MTC,Técnico em Informática,,86.0%,0.0,1400.0,8.33,Integrado,M,Parda,21,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
93848,MTC,Técnico em Eletromecânica,CON,96.0%,0.0,1750.0,8.89,Integrado,F,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
89803,MTC,Técnico em Química,CON,97.0%,0.0,2145.73,8.78,Integrado,M,Parda,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44595,MTC,Técnico em Comunicação Visual,,100.0%,0.0,3121.52,8.44,Integrado,F,Preta,24,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
105356,MTC,Técnico em Química,COT,99.0%,0.0,1700.0,8.83,Integrado,M,Parda,19,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
93495,MTC,Técnico em Edificações,CON,98.0%,0.0,5800.0,8.69,Integrado,F,Branca,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
119657,MTC,Técnico de Segurança Do Trabalho,CON,97.0%,0.0,4000.0,8.98,Integrado,F,Branca,18,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
119536,MTC,Técnico de Segurança Do Trabalho,CON,96.0%,0.0,3000.0,8.89,Integrado,M,Parda,18,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
91950,MTC,Técnico em Química,COT,99.0%,0.0,937.0,9.3,Integrado,F,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
67149,MTC,Técnico em Edificações,,95.0%,0.0,1000.0,8.11,Integrado,F,Preta,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
91526,MTC,Técnico em Química,CON,98.0%,0.0,3700.0,8.57,Integrado,M,Parda,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,2.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
122034,MTC,Técnico em Química,CON,99.0%,0.0,6249.96,9.71,Integrado,F,Branca,18,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65972,MTC,Técnico em Informática,,100.0%,0.0,1350.0,7.41,Integrado,M,Parda,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
76700,MTC,Técnico em Comunicação Visual,CON,98.0%,0.0,1000.0,8.18,Integrado,F,Parda,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
56574,MTC,Técnico em Informática,COT,98.0%,0.0,1070.32,7.92,Integrado,M,Parda,24,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90129,MTC,Técnico em Informática,CON,97.0%,0.0,2400.0,8.8,Integrado,M,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90110,MTC,Técnico em Edificações,CON,99.0%,0.0,1023.0,8.79,Integrado,M,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
107596,MTC,Técnico em Informática,CON,97.0%,0.0,6500.0,9.19,Integrado,M,Branca,19,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
56564,MTC,Técnico em Eletrônica,,97.0%,0.0,800.0,8.76,Integrado,M,Parda,23,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
47186,MTC,Técnico de Segurança Do Trabalho,,98.0%,0.0,7.0,7.86,Integrado,F,Preta,24,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44874,MTC,Técnico em Comunicação Visual,,95.0%,0.0,1717.63,8.75,Integrado,F,Branca,24,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
121513,MTC,Técnico em Química,COT,95.0%,0.0,2941.0,8.27,Integrado,F,Branca,18,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
67673,MTC,Técnico em Eletrônica,,81.0%,0.0,300.0,7.3,Integrado,F,Parda,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90323,MTC,Técnico em Edificações,CON,97.0%,0.0,2754.0,8.7,Integrado,M,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44115,MTC,Técnico de Segurança Do Trabalho,CON,100.0%,0.0,0.0,8.92,Integrado,F,Parda,24,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90364,MTC,Técnico em Química,COT,98.0%,0.0,1200.0,8.71,Integrado,F,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
43962,MTC,Técnico em Eletrotécnica,,96.0%,0.0,4800.0,8.64,Integrado,F,Parda,24,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44873,MTC,Técnico em Edificações,,98.0%,0.0,1000.0,8.19,Integrado,F,Branca,24,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
93547,MTC,Técnico em Comunicação Visual,CON,99.0%,0.0,7000.0,8.86,Integrado,M,Branca,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
94984,MTC,Técnico em Eletromecânica,COT,97.0%,0.0,2257.0,8.48,Integrado,M,Parda,19,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
36048,MTC,Técnico em Eletrotécnica,,100.0%,0.0,500.0,6.85,Integrado,M,Preta,25,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90043,MTC,Técnico em Design de Móveis,CON,97.0%,0.0,937.0,8.55,Integrado,F,Branca,19,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
66340,MTC,Técnico de Segurança Do Trabalho,,99.0%,0.0,800.0,8.38,Integrado,F,Parda,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57141,MTC,Técnico em Química,CON,98.0%,0.0,0.0,8.58,Integrado,F,Parda,22,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
66093,MTC,Técnico em Química,CON,93.0%,0.0,1200.0,9.01,Integrado,F,Branca,22,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
107410,MTC,Técnico em Eletrotécnica,CON,97.0%,0.0,550.0,8.83,Integrado,M,Parda,19,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57353,MTC,Técnico em Design de Móveis,,100.0%,0.0,2246.03,8.93,Integrado,M,Preta,23,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44477,MTC,Técnico em Eletromecânica,,100.0%,0.0,2599.0,8.61,Integrado,M,Preta,24,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
59346,MTC,Técnico em Eletrônica,,99.0%,0.0,850.0,7.09,Integrado,F,Parda,24,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
105444,MTC,Técnico em Automação Industrial,CON,99.0%,0.0,1150.0,9.03,Integrado,M,Branca,19,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
110075,MTC,Técnico em Automação Industrial,CON,98.0%,0.0,1223.05,8.62,Integrado,M,Parda,19,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44557,MTC,Técnico em Eletromecânica,,100.0%,0.0,2000.0,8.15,Integrado,F,Parda,23,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57996,MTC,Técnico em Eletrônica,,97.0%,0.0,800.0,8.93,Integrado,M,Parda,22,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44052,MTC,Técnico em Química,,97.0%,0.0,1000.0,8.79,Integrado,F,Preta,24,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
110088,MTC,Técnico em Química,CON,98.0%,0.0,2500.0,8.82,Integrado,M,Branca,18,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90013,MTC,Técnico em Química,COT,99.0%,0.0,1378.0,8.81,Integrado,F,Parda,20,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
106848,MTC,Técnico em Informática,COT,97.0%,0.0,1971.0,9.03,Integrado,F,Parda,19,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90123,MTC,Técnico em Design de Móveis,COT,94.0%,0.0,2137.0,8.22,Integrado,F,Branca,22,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
124168,MTC,Técnico em Informática,CON,99.0%,0.0,4829.0,8.96,Integrado,F,Branca,18,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
106347,MTC,Técnico em Comunicação Visual,COT,98.0%,0.0,1045.0,8.85,Integrado,F,Parda,19,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90462,MTC,Técnico em Comunicação Visual,CON,97.0%,0.0,3000.0,8.89,Integrado,F,Branca,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,2.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
105266,MTC,Técnico em Automação Industrial,CON,98.0%,0.0,1446.12,9.27,Integrado,M,Preta,18,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44261,MTC,Técnico em Eletromecânica,,98.0%,0.0,2000.0,8.3,Integrado,F,Branca,25,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
93218,MTC,Técnico em Automação Industrial,CON,97.0%,0.0,2000.0,9.01,Integrado,M,Branca,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
56353,MTC,Técnico em Edificações,COT,99.0%,0.0,885.21,8.31,Integrado,M,Parda,23,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90745,MTC,Técnico em Design de Móveis,COT,96.0%,0.0,1061.41,8.79,Integrado,F,Parda,20,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57585,MTC,Técnico em Eletrotécnica,COT,89.0%,0.0,1100.0,8.07,Integrado,M,Parda,23,False,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
43963,MTC,Técnico de Segurança Do Trabalho,CON,97.0%,0.0,0.0,8.75,Integrado,F,Parda,24,True,False,,0.0,False,Pais,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
43866,MTC,Técnico em Edificações,,100.0%,0.0,524.0,8.65,Integrado,F,Parda,25,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
119284,MTC,Técnico em Informática,COT,95.0%,0.0,700.0,8.49,Integrado,F,Branca,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
123342,MTC,Técnico em Informática,COT,99.0%,0.0,3528.46,9.39,Integrado,F,Parda,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90476,MTC,Técnico em Design de Móveis,COT,96.0%,0.0,1200.0,8.27,Integrado,F,Parda,20,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
122005,MTC,Técnico em Química,COT,99.0%,0.0,1349.0,8.78,Integrado,M,Preta,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
105724,MTC,Técnico em Informática,CON,97.0%,0.0,1149.0,8.87,Integrado,M,Preta,19,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
121063,MTC,Técnico em Comunicação Visual,CON,98.0%,0.0,1100.0,9.22,Integrado,F,Parda,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57467,MTC,Técnico em Edificações,,95.0%,0.0,1761.56,8.42,Integrado,F,Parda,23,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
108121,MTC,Técnico em Automação Industrial,CON,97.0%,0.0,1550.0,8.34,Integrado,F,Parda,19,True,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
79416,MTC,Técnico em Eletromecânica,CON,97.0%,0.0,900.0,9.4,Integrado,M,Parda,21,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
56600,MTC,Técnico em Eletrônica,,99.0%,0.0,1266.92,8.31,Integrado,F,Branca,23,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
119696,MTC,Técnico em Química,CON,99.0%,0.0,400.0,9.33,Integrado,M,Branca,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
105593,MTC,Técnico em Automação Industrial,CON,96.0%,0.0,1400.0,8.31,Integrado,M,Parda,19,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
128779,MTC,Técnico em Química,CON,99.0%,0.0,1283.71,9.02,Integrado,F,Branca,17,True,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44129,MTC,Técnico em Comunicação Visual,,97.0%,0.0,870.0,8.66,Integrado,M,Parda,25,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
106701,MTC,Técnico em Química,CON,98.0%,0.0,4408.0,9.11,Integrado,F,Parda,19,True,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
77719,MTC,Técnico em Design de Móveis,,99.0%,0.0,937.0,9.19,Integrado,F,Parda,21,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
122049,MTC,Técnico em Design de Móveis,CON,97.0%,0.0,15230.0,9.04,Integrado,F,Parda,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90452,MTC,Técnico em Informática,COT,94.0%,0.0,450.0,8.65,Integrado,M,Parda,20,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65489,MTC,Técnico em Química,CON,97.0%,0.0,700.0,7.76,Integrado,F,Parda,22,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
67568,MTC,Técnico em Design de Móveis,COT,100.0%,0.0,2800.0,8.43,Integrado,F,Parda,22,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57174,MTC,Técnico em Edificações,,99.0%,0.0,350.0,8.62,Integrado,F,Parda,23,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
119762,MTC,Técnico em Informática,COT,96.0%,0.0,1272.0,8.93,Integrado,M,Parda,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
127519,MTC,Técnico em Comunicação Visual,COT,95.0%,0.0,0.0,8.82,Integrado,M,Parda,18,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57778,MTC,Técnico em Eletrotécnica,,98.0%,0.0,937.0,8.15,Integrado,M,Preta,23,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
106832,MTC,Técnico em Química,COT,97.0%,0.0,1728.0,8.57,Integrado,M,Branca,19,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44264,MTC,Técnico em Design de Móveis,CON,100.0%,0.0,1284.32,6.6,Integrado,F,Parda,24,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65634,MTC,Técnico em Design de Móveis,COT,100.0%,0.0,650.0,8.17,Integrado,F,Parda,22,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
124064,MTC,Técnico em Informática,CON,99.0%,0.0,0.0,9.27,Integrado,F,Parda,19,False,False,,0.0,False,Outro,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44388,MTC,Técnico de Segurança Do Trabalho,,100.0%,0.0,850.0,8.78,Integrado,M,Preta,24,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
106412,MTC,Técnico em Eletromecânica,CON,99.0%,0.0,1080.0,9.1,Integrado,M,Parda,19,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
66189,MTC,Técnico em Design de Móveis,CON,100.0%,0.0,10.0,7.61,Integrado,F,Preta,22,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
58118,MTC,Técnico em Eletrotécnica,,98.0%,0.0,500.0,7.69,Integrado,F,Parda,23,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
107237,MTC,Técnico em Comunicação Visual,CON,98.0%,0.0,1300.0,9.23,Integrado,F,Parda,19,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
121101,MTC,Técnico em Comunicação Visual,COT,96.0%,0.0,600.0,9.26,Integrado,F,Branca,18,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65756,MTC,Técnico em Comunicação Visual,COT,96.0%,0.0,600.0,8.21,Integrado,F,Parda,22,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65445,MTC,Técnico em Eletromecânica,CON,100.0%,0.0,937.0,8.56,Integrado,M,Parda,22,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
91466,MTC,Técnico de Segurança Do Trabalho,COT,94.0%,0.0,1200.0,8.23,Integrado,F,Parda,20,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44916,MTC,Técnico em Química,,91.0%,0.0,650.0,8.75,Integrado,M,Parda,26,True,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
44177,MTC,Técnico em Comunicação Visual,,100.0%,0.0,0.0,8.71,Integrado,M,Parda,24,False,False,,0.0,False,Pai,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
65256,MTC,Técnico de Segurança Do Trabalho,COT,98.0%,0.0,1800.0,7.73,Integrado,M,Parda,23,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
107312,MTC,Técnico em Automação Industrial,COT,95.0%,0.0,1045.0,8.55,Integrado,F,Parda,18,True,False,,0.0,False,Tios,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
76894,MTC,Técnico em Edificações,COT,98.0%,0.0,3646.0,7.68,Integrado,M,Parda,21,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
66825,MTC,Técnico em Design de Móveis,CON,62.0%,0.0,500.0,8.67,Integrado,F,Parda,23,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
89700,MTC,Técnico em Informática,COT,97.0%,0.0,1800.0,8.85,Integrado,M,Parda,20,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
57833,MTC,Técnico de Segurança Do Trabalho,,100.0%,0.0,1353.37,8.62,Integrado,F,Preta,23,False,False,,0.0,False,Parentes,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
66133,MTC,Técnico em Design de Móveis,CON,99.0%,0.0,2906.57,9.1,Integrado,F,Preta,23,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
67641,MTC,Técnico em Edificações,COT,96.0%,0.0,1015.0,8.01,Integrado,F,Parda,23,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
90863,MTC,Técnico em Comunicação Visual,CON,95.0%,0.0,1048.0,9.0,Integrado,F,Parda,20,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,0.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
121137,MTC,Técnico em Eletrotécnica,CON,99.0%,0.0,2400.0,9.06,Integrado,M,Parda,19,True,False,,0.0,False,Pai,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
77755,MTC,Técnico em Edificações,COT,99.0%,0.0,1045.0,6.49,Integrado,M,Preta,22,False,False,,0.0,False,Mãe,Ensino médio completo,Ensino médio completo,1.0,Solteiro(a),0,Urbano,Nunca trabalhou,Concluído
